journal_entry_id,fiscal_year,period_number,prepared_by,entry_date
4000000137,2024,11,EXPLOIT$U,11/11/2024
4000000138,2024,11,EXPLOIT$U,12/11/2024
4000000139,2024,11,EXPLOIT$U,13/11/2024
4000000140,2024,11,EXPLOIT$U,15/11/2024
4000000141,2024,11,EXPLOIT$U,18/11/2024
4000000142,2024,11,EXPLOIT$U,18/11/2024
4000000143,2024,11,EXPLOIT$U,18/11/2024
4000000144,2024,11,W132268,25/11/2024
4000000145,2024,11,W132268,25/11/2024
4000000146,2024,11,W132268,27/11/2024
4000000147,2024,12,EXPLOIT$U,03/12/2024
4000000148,2024,12,EXPLOIT$U,04/12/2024
4000000149,2024,12,W132268,10/12/2024
4000000150,2024,12,EXPLOIT$U,12/12/2024
4100000051,2024,1,WF-BATCH,03/01/2024
4100000052,2024,1,WF-BATCH,04/01/2024
4100000053,2024,1,WF-BATCH,04/01/2024
4100000054,2024,1,WF-BATCH,04/01/2024
4100000055,2024,1,WF-BATCH,04/01/2024
4100000056,2024,1,WF-BATCH,18/01/2024
4100000057,2024,1,WF-BATCH,23/01/2024
4100000058,2024,1,WF-BATCH,23/01/2024
4100000059,2024,1,WF-BATCH,23/01/2024
4100000060,2024,1,EXPLOIT$U,23/01/2024
4100000061,2024,1,EXPLOIT$U,23/01/2024
4100000062,2024,1,EXPLOIT$U,23/01/2024
4100000063,2024,1,EXPLOIT$U,23/01/2024
4100000064,2024,1,EXPLOIT$U,23/01/2024
4100000065,2024,1,EXPLOIT$U,23/01/2024
4100000066,2024,1,EXPLOIT$U,23/01/2024
4100000067,2024,2,WF-BATCH,02/02/2024
4100000068,2024,2,WF-BATCH,02/02/2024
4100000069,2024,2,WF-BATCH,02/02/2024
4100000070,2024,2,EXPLOIT$U,02/02/2024
4100000071,2024,2,WF-BATCH,05/02/2024
4100000072,2024,2,WF-BATCH,05/02/2024
4100000073,2024,2,EXPLOIT$U,05/02/2024
4100000074,2024,2,WF-BATCH,14/02/2024
4100000075,2024,2,WF-BATCH,14/02/2024
4100000076,2024,2,EXPLOIT$U,14/02/2024
4100000077,2024,2,WF-BATCH,14/02/2024
4100000078,2024,2,WF-BATCH,19/02/2024
4100000079,2024,3,WF-BATCH,07/03/2024
4100000080,2024,3,WF-BATCH,07/03/2024
4100000081,2024,3,WF-BATCH,07/03/2024
4100000082,2024,3,EXPLOIT$U,07/03/2024
4100000083,2024,3,EXPLOIT$U,07/03/2024
4100000084,2024,3,EXPLOIT$U,07/03/2024
4100000085,2024,3,WF-BATCH,19/03/2024
4100000086,2024,3,WF-BATCH,20/03/2024
4100000087,2024,3,WF-BATCH,20/03/2024
4100000088,2024,3,WF-BATCH,20/03/2024
4100000089,2024,3,WF-BATCH,20/03/2024
4100000090,2024,3,EXPLOIT$U,20/03/2024
4100000091,2024,3,WF-BATCH,21/03/2024
4100000092,2024,3,WF-BATCH,21/03/2024
4100000093,2024,3,WF-BATCH,22/03/2024
4100000094,2024,4,WF-BATCH,01/04/2024
4100000095,2024,4,WF-BATCH,03/04/2024
4100000096,2024,4,EXPLOIT$U,03/04/2024
4100000097,2024,4,EXPLOIT$U,03/04/2024
4100000098,2024,4,EXPLOIT$U,03/04/2024
4100000099,2024,4,EXPLOIT$U,03/04/2024
4100000100,2024,4,EXPLOIT$U,03/04/2024
4100000101,2024,4,EXPLOIT$U,04/04/2024
4100000102,2024,4,WF-BATCH,05/04/2024
4100000103,2024,4,EXPLOIT$U,05/04/2024
4100000104,2024,4,WF-BATCH,08/04/2024
4100000105,2024,4,WF-BATCH,08/04/2024
4100000106,2024,4,EXPLOIT$U,08/04/2024
4100000107,2024,4,WF-BATCH,11/04/2024
4100000108,2024,4,WF-BATCH,11/04/2024
4100000109,2024,4,EXPLOIT$U,11/04/2024
4100000110,2024,4,WF-BATCH,15/04/2024
4100000111,2024,4,EXPLOIT$U,15/04/2024
4100000112,2024,4,WF-BATCH,15/04/2024
4100000113,2024,4,WF-BATCH,17/04/2024
4100000114,2024,4,WF-BATCH,24/04/2024
4100000115,2024,5,WF-BATCH,08/05/2024
4100000116,2024,5,EXPLOIT$U,09/05/2024
4100000117,2024,5,WF-BATCH,13/05/2024
4100000118,2024,5,WF-BATCH,13/05/2024
4100000119,2024,5,WF-BATCH,13/05/2024
4100000120,2024,5,WF-BATCH,14/05/2024
4100000121,2024,5,WF-BATCH,14/05/2024
4100000122,2024,5,WF-BATCH,16/05/2024
4100000123,2024,5,WF-BATCH,22/05/2024
4100000124,2024,5,EXPLOIT$U,22/05/2024
4100000125,2024,5,WF-BATCH,23/05/2024
4100000126,2024,6,EXPLOIT$U,03/06/2024
4100000127,2024,6,WF-BATCH,10/06/2024
4100000128,2024,6,WF-BATCH,10/06/2024
4100000129,2024,6,WF-BATCH,10/06/2024
4100000130,2024,6,WF-BATCH,10/06/2024
4100000131,2024,6,WF-BATCH,10/06/2024
4100000132,2024,6,WF-BATCH,10/06/2024
4100000133,2024,6,WF-BATCH,10/06/2024
4100000134,2024,6,WF-BATCH,10/06/2024
4100000135,2024,6,WF-BATCH,10/06/2024
4100000136,2024,6,WF-BATCH,10/06/2024
4100000137,2024,6,WF-BATCH,10/06/2024
4100000138,2024,6,WF-BATCH,10/06/2024
4100000139,2024,6,EXPLOIT$U,10/06/2024
4100000140,2024,6,EXPLOIT$U,10/06/2024
4100000141,2024,6,EXPLOIT$U,10/06/2024
4100000142,2024,6,EXPLOIT$U,10/06/2024
4100000143,2024,6,EXPLOIT$U,10/06/2024
4100000144,2024,6,WF-BATCH,12/06/2024
4100000145,2024,6,WF-BATCH,12/06/2024
4100000146,2024,6,EXPLOIT$U,12/06/2024
4100000147,2024,6,EXPLOIT$U,12/06/2024
4100000148,2024,6,WF-BATCH,13/06/2024
4100000149,2024,6,WF-BATCH,13/06/2024
4100000150,2024,7,WF-BATCH,09/07/2024
4100000151,2024,7,WF-BATCH,09/07/2024
4100000152,2024,7,WF-BATCH,09/07/2024
4100000153,2024,7,EXPLOIT$U,09/07/2024
4100000154,2024,7,EXPLOIT$U,09/07/2024
4100000155,2024,7,WF-BATCH,11/07/2024
4100000156,2024,7,WF-BATCH,11/07/2024
4100000157,2024,7,EXPLOIT$U,11/07/2024
4100000158,2024,7,WF-BATCH,15/07/2024
4100000159,2024,7,WF-BATCH,15/07/2024
4100000160,2024,7,WF-BATCH,15/07/2024
4100000161,2024,7,WF-BATCH,18/07/2024
4100000162,2024,7,WF-BATCH,18/07/2024
4100000163,2024,7,WF-BATCH,19/07/2024
4100000164,2024,7,WF-BATCH,19/07/2024
4100000165,2024,7,WF-BATCH,22/07/2024
4100000166,2024,7,WF-BATCH,22/07/2024
4100000167,2024,8,EXPLOIT$U,02/08/2024
4100000168,2024,8,EXPLOIT$U,02/08/2024
4100000169,2024,8,EXPLOIT$U,05/08/2024
4100000170,2024,8,EXPLOIT$U,05/08/2024
4100000171,2024,8,WF-BATCH,12/08/2024
4100000172,2024,8,WF-BATCH,12/08/2024
4100000173,2024,8,WF-BATCH,12/08/2024
4100000174,2024,8,WF-BATCH,12/08/2024
4100000175,2024,8,WF-BATCH,12/08/2024
4100000176,2024,8,WF-BATCH,12/08/2024
4100000177,2024,8,WF-BATCH,12/08/2024
4100000178,2024,8,WF-BATCH,12/08/2024
4100000179,2024,8,EXPLOIT$U,14/08/2024
4100000180,2024,8,WF-BATCH,16/08/2024
4100000181,2024,8,NCC_FF_LOG5,20/08/2024
4100000182,2024,9,WF-BATCH,04/09/2024
4100000183,2024,9,WF-BATCH,04/09/2024
4100000184,2024,9,WF-BATCH,16/09/2024
4100000185,2024,9,EXPLOIT$U,16/09/2024
4100000186,2024,9,EXPLOIT$U,16/09/2024
4100000187,2024,9,WF-BATCH,23/09/2024
4100000188,2024,9,WF-BATCH,23/09/2024
4100000189,2024,9,WF-BATCH,23/09/2024
4100000190,2024,9,EXPLOIT$U,23/09/2024
4100000191,2024,10,NCC_FF_LOG5,02/10/2024
4100000192,2024,10,NCC_FF_LOG5,02/10/2024
4100000193,2024,10,NCC_FF_LOG5,02/10/2024
4100000194,2024,10,WF-BATCH,07/10/2024
4100000195,2024,10,WF-BATCH,07/10/2024
4100000196,2024,10,EXPLOIT$U,07/10/2024
4100000197,2024,10,EXPLOIT$U,07/10/2024
4100000198,2024,10,WF-BATCH,09/10/2024
4100000199,2024,10,WF-BATCH,15/10/2024
4100000200,2024,10,WF-BATCH,15/10/2024
4100000201,2024,10,WF-BATCH,16/10/2024
4100000202,2024,10,WF-BATCH,21/10/2024
4100000203,2024,10,WF-BATCH,21/10/2024
4100000204,2024,10,WF-BATCH,21/10/2024
4100000205,2024,10,WF-BATCH,23/10/2024
4100000206,2024,10,WF-BATCH,23/10/2024
4100000207,2024,10,WF-BATCH,24/10/2024
4100000208,2024,10,WF-BATCH,24/10/2024
4100000209,2024,10,FF_AM_LOG01,24/10/2024
4100000210,2024,11,WF-BATCH,04/11/2024
4100000211,2024,11,EXPLOIT$U,04/11/2024
4100000212,2024,11,WF-BATCH,05/11/2024
4100000213,2024,11,WF-BATCH,05/11/2024
4100000214,2024,11,WF-BATCH,05/11/2024
4100000215,2024,11,WF-BATCH,05/11/2024
4100000216,2024,11,WF-BATCH,11/11/2024
4100000217,2024,11,WF-BATCH,11/11/2024
4100000218,2024,11,WF-BATCH,11/11/2024
4100000219,2024,11,EXPLOIT$U,11/11/2024
4100000220,2024,11,EXPLOIT$U,11/11/2024
4100000221,2024,11,WF-BATCH,12/11/2024
4100000222,2024,11,WF-BATCH,12/11/2024
4100000223,2024,11,WF-BATCH,13/11/2024
4100000224,2024,11,WF-BATCH,13/11/2024
4100000225,2024,11,WF-BATCH,18/11/2024
4100000226,2024,11,WF-BATCH,18/11/2024
4100000227,2024,11,WF-BATCH,18/11/2024
4100000228,2024,11,WF-BATCH,18/11/2024
4100000229,2024,11,WF-BATCH,19/11/2024
4100000230,2024,11,WF-BATCH,19/11/2024
4100000231,2024,11,WF-BATCH,19/11/2024
4100000232,2024,11,EXPLOIT$U,19/11/2024
4100000233,2024,12,WF-BATCH,02/12/2024
4100000234,2024,12,WF-BATCH,04/12/2024
4100000235,2024,12,WF-BATCH,09/12/2024
4100000236,2024,12,WF-BATCH,09/12/2024
4100000237,2024,12,WF-BATCH,16/12/2024
4100000238,2024,12,WF-BATCH,20/12/2024
4100000239,2024,12,WF-BATCH,20/12/2024
4100000240,2024,12,WF-BATCH,20/12/2024
4100000241,2024,12,WF-BATCH,20/12/2024
4100000242,2024,12,WF-BATCH,20/12/2024
4100000243,2024,12,EXPLOIT$U,20/12/2024
4100000244,2024,12,WF-BATCH,23/12/2024
4100000245,2024,12,WF-BATCH,24/12/2024
4100000246,2024,12,WF-BATCH,24/12/2024
4100000247,2024,12,WF-BATCH,24/12/2024
4100000248,2024,12,WF-BATCH,24/12/2024
4800000000,2024,9,W106467,19/09/2024
4900000007,2024,1,W132138,09/01/2024
4900000008,2024,1,EXPLOIT$U,24/01/2024
4900000009,2024,2,EXPLOIT$U,08/02/2024
4900000010,2024,2,EXPLOIT$U,15/02/2024
4900000011,2024,5,EXPLOIT$U,13/05/2024
4900000012,2024,5,EXPLOIT$U,14/05/2024
4900000013,2024,6,W114151,06/06/2024
4900000014,2024,6,W114151,06/06/2024
4900000015,2024,6,W132138,21/06/2024
4900000016,2024,9,EXPLOIT$U,23/09/2024
4900000017,2024,10,EXPLOIT$U,22/10/2024
4900000018,2024,12,W132138,10/12/2024
4900000019,2024,12,EXPLOIT$U,11/12/2024
4900000020,2024,12,W132268,17/12/2024
4900000021,2024,12,W132268,17/12/2024
4900000022,2024,12,W132268,17/12/2024
4900000023,2024,12,W132268,17/12/2024
4900000024,2024,12,W132268,17/12/2024
4900000025,2024,12,W132268,17/12/2024
4900000026,2024,12,W132138,17/12/2024
4900000027,2024,12,W132268,20/12/2024
4900000028,2024,12,W132268,20/12/2024
4900000029,2024,12,W132138,20/12/2024
6000000281,2024,1,EXPLOIT$U,03/01/2024
6000000282,2024,1,EXPLOIT$U,03/01/2024
6000000283,2024,1,EXPLOIT$U,03/01/2024
6000000284,2024,1,EXPLOIT$U,03/01/2024
6000000285,2024,1,EXPLOIT$U,04/01/2024
6000000286,2024,1,EXPLOIT$U,04/01/2024
6000000287,2024,1,EXPLOIT$U,04/01/2024
6000000288,2024,1,EXPLOIT$U,08/01/2024
6000000289,2024,1,EXPLOIT$U,08/01/2024
6000000290,2024,1,EXPLOIT$U,08/01/2024
6000000291,2024,1,EXPLOIT$U,08/01/2024
6000000292,2024,1,EXPLOIT$U,08/01/2024
6000000293,2024,1,EXPLOIT$U,08/01/2024
6000000294,2024,1,EXPLOIT$U,08/01/2024
6000000295,2024,1,EXPLOIT$U,08/01/2024
6000000296,2024,1,EXPLOIT$U,08/01/2024
6000000297,2024,1,EXPLOIT$U,08/01/2024
6000000298,2024,1,EXPLOIT$U,08/01/2024
6000000299,2024,1,EXPLOIT$U,08/01/2024
6000000300,2024,1,EXPLOIT$U,08/01/2024
6000000301,2024,1,EXPLOIT$U,08/01/2024
6000000302,2024,1,EXPLOIT$U,08/01/2024
6000000303,2024,1,EXPLOIT$U,09/01/2024
6000000304,2024,1,EXPLOIT$U,09/01/2024
6000000305,2024,1,EXPLOIT$U,09/01/2024
6000000306,2024,1,EXPLOIT$U,09/01/2024
6000000307,2024,1,EXPLOIT$U,09/01/2024
6000000308,2024,1,EXPLOIT$U,09/01/2024
6000000309,2024,1,EXPLOIT$U,09/01/2024
6000000310,2024,1,EXPLOIT$U,09/01/2024
6000000311,2024,1,EXPLOIT$U,09/01/2024
6000000312,2024,1,EXPLOIT$U,09/01/2024
6000000313,2024,1,EXPLOIT$U,09/01/2024
6000000314,2024,1,EXPLOIT$U,11/01/2024
6000000315,2024,1,EXPLOIT$U,11/01/2024
6000000316,2024,1,EXPLOIT$U,11/01/2024
6000000317,2024,1,EXPLOIT$U,12/01/2024
6000000318,2024,1,EXPLOIT$U,18/01/2024
6000000319,2024,1,EXPLOIT$U,19/01/2024
6000000320,2024,1,EXPLOIT$U,19/01/2024
6000000321,2024,1,EXPLOIT$U,19/01/2024
6000000322,2024,1,EXPLOIT$U,19/01/2024
6000000323,2024,1,EXPLOIT$U,22/01/2024
6000000324,2024,1,EXPLOIT$U,22/01/2024
6000000325,2024,1,EXPLOIT$U,22/01/2024
6000000326,2024,1,EXPLOIT$U,22/01/2024
6000000327,2024,1,EXPLOIT$U,22/01/2024
6000000328,2024,1,EXPLOIT$U,22/01/2024
6000000329,2024,1,EXPLOIT$U,22/01/2024
6000000330,2024,1,EXPLOIT$U,22/01/2024
6000000331,2024,1,EXPLOIT$U,22/01/2024
6000000332,2024,1,EXPLOIT$U,22/01/2024
6000000333,2024,1,EXPLOIT$U,22/01/2024
6000000334,2024,1,EXPLOIT$U,22/01/2024
6000000335,2024,1,EXPLOIT$U,22/01/2024
6000000336,2024,1,EXPLOIT$U,22/01/2024
6000000337,2024,1,EXPLOIT$U,22/01/2024
6000000338,2024,1,EXPLOIT$U,29/01/2024
6000000339,2024,1,EXPLOIT$U,29/01/2024
6000000340,2024,1,EXPLOIT$U,29/01/2024
6000000341,2024,1,EXPLOIT$U,29/01/2024
6000000342,2024,1,EXPLOIT$U,29/01/2024
6000000343,2024,1,EXPLOIT$U,29/01/2024
6000000344,2024,1,EXPLOIT$U,29/01/2024
6000000345,2024,1,EXPLOIT$U,29/01/2024
6000000346,2024,1,EXPLOIT$U,29/01/2024
6000000347,2024,1,EXPLOIT$U,29/01/2024
6000000348,2024,1,EXPLOIT$U,29/01/2024
6000000349,2024,1,EXPLOIT$U,29/01/2024
6000000350,2024,1,EXPLOIT$U,29/01/2024
6000000351,2024,1,EXPLOIT$U,29/01/2024
6000000352,2024,2,EXPLOIT$U,02/02/2024
6000000353,2024,2,EXPLOIT$U,02/02/2024
6000000354,2024,2,EXPLOIT$U,02/02/2024
6000000355,2024,2,EXPLOIT$U,02/02/2024
6000000356,2024,2,EXPLOIT$U,02/02/2024
6000000357,2024,2,EXPLOIT$U,02/02/2024
6000000358,2024,2,EXPLOIT$U,02/02/2024
6000000359,2024,2,EXPLOIT$U,02/02/2024
6000000360,2024,2,EXPLOIT$U,02/02/2024
6000000361,2024,2,EXPLOIT$U,02/02/2024
6000000362,2024,2,EXPLOIT$U,02/02/2024
6000000363,2024,2,EXPLOIT$U,02/02/2024
6000000364,2024,2,EXPLOIT$U,02/02/2024
6000000365,2024,2,EXPLOIT$U,05/02/2024
6000000366,2024,2,EXPLOIT$U,05/02/2024
6000000367,2024,2,EXPLOIT$U,05/02/2024
6000000368,2024,2,EXPLOIT$U,05/02/2024
6000000369,2024,2,W128794,05/02/2024
6000000370,2024,2,EXPLOIT$U,08/02/2024
6000000371,2024,2,EXPLOIT$U,08/02/2024
6000000372,2024,2,EXPLOIT$U,08/02/2024
6000000373,2024,2,EXPLOIT$U,09/02/2024
6000000374,2024,2,EXPLOIT$U,12/02/2024
6000000375,2024,2,EXPLOIT$U,12/02/2024
6000000376,2024,2,EXPLOIT$U,12/02/2024
6000000377,2024,2,EXPLOIT$U,12/02/2024
6000000378,2024,2,EXPLOIT$U,12/02/2024
6000000379,2024,2,EXPLOIT$U,12/02/2024
6000000380,2024,2,EXPLOIT$U,12/02/2024
6000000381,2024,2,EXPLOIT$U,12/02/2024
6000000382,2024,2,EXPLOIT$U,12/02/2024
6000000383,2024,2,EXPLOIT$U,12/02/2024
6000000384,2024,2,EXPLOIT$U,12/02/2024
6000000385,2024,2,EXPLOIT$U,12/02/2024
6000000386,2024,2,EXPLOIT$U,12/02/2024
6000000387,2024,2,EXPLOIT$U,12/02/2024
6000000388,2024,2,EXPLOIT$U,12/02/2024
6000000389,2024,2,EXPLOIT$U,12/02/2024
6000000390,2024,2,EXPLOIT$U,12/02/2024
6000000391,2024,2,EXPLOIT$U,12/02/2024
6000000392,2024,2,EXPLOIT$U,12/02/2024
6000000393,2024,2,EXPLOIT$U,12/02/2024
6000000394,2024,2,EXPLOIT$U,12/02/2024
6000000395,2024,2,EXPLOIT$U,12/02/2024
6000000396,2024,2,EXPLOIT$U,19/02/2024
6000000397,2024,2,EXPLOIT$U,19/02/2024
6000000398,2024,2,EXPLOIT$U,19/02/2024
6000000399,2024,2,EXPLOIT$U,19/02/2024
6000000400,2024,2,EXPLOIT$U,19/02/2024
6000000401,2024,2,EXPLOIT$U,19/02/2024
6000000402,2024,2,EXPLOIT$U,19/02/2024
6000000403,2024,2,EXPLOIT$U,19/02/2024
6000000404,2024,2,EXPLOIT$U,20/02/2024
6000000405,2024,2,EXPLOIT$U,27/02/2024
6000000406,2024,2,EXPLOIT$U,27/02/2024
6000000407,2024,3,EXPLOIT$U,04/03/2024
6000000408,2024,3,EXPLOIT$U,04/03/2024
6000000409,2024,3,EXPLOIT$U,04/03/2024
6000000410,2024,3,EXPLOIT$U,04/03/2024
6000000411,2024,3,EXPLOIT$U,04/03/2024
6000000412,2024,3,EXPLOIT$U,04/03/2024
6000000413,2024,3,EXPLOIT$U,04/03/2024
6000000414,2024,3,EXPLOIT$U,04/03/2024
6000000415,2024,3,EXPLOIT$U,04/03/2024
6000000416,2024,3,EXPLOIT$U,04/03/2024
6000000417,2024,3,EXPLOIT$U,04/03/2024
6000000418,2024,3,EXPLOIT$U,04/03/2024
6000000419,2024,3,EXPLOIT$U,04/03/2024
6000000420,2024,3,EXPLOIT$U,04/03/2024
6000000421,2024,3,EXPLOIT$U,04/03/2024
6000000422,2024,3,EXPLOIT$U,04/03/2024
6000000423,2024,3,EXPLOIT$U,04/03/2024
6000000424,2024,3,EXPLOIT$U,04/03/2024
6000000425,2024,3,EXPLOIT$U,04/03/2024
6000000426,2024,3,EXPLOIT$U,04/03/2024
6000000427,2024,3,EXPLOIT$U,04/03/2024
6000000428,2024,3,EXPLOIT$U,04/03/2024
6000000429,2024,3,EXPLOIT$U,04/03/2024
6000000430,2024,3,EXPLOIT$U,04/03/2024
6000000431,2024,3,EXPLOIT$U,04/03/2024
6000000432,2024,3,EXPLOIT$U,04/03/2024
6000000433,2024,3,EXPLOIT$U,05/03/2024
6000000434,2024,3,EXPLOIT$U,05/03/2024
6000000435,2024,3,EXPLOIT$U,05/03/2024
6000000436,2024,3,EXPLOIT$U,06/03/2024
6000000437,2024,3,EXPLOIT$U,06/03/2024
6000000438,2024,3,EXPLOIT$U,06/03/2024
6000000439,2024,3,EXPLOIT$U,08/03/2024
6000000440,2024,3,EXPLOIT$U,08/03/2024
6000000441,2024,3,EXPLOIT$U,08/03/2024
6000000442,2024,3,EXPLOIT$U,08/03/2024
6000000443,2024,3,W128794,12/03/2024
6000000444,2024,3,W128794,12/03/2024
6000000445,2024,3,W128794,12/03/2024
6000000446,2024,3,EXPLOIT$U,13/03/2024
6000000447,2024,3,EXPLOIT$U,18/03/2024
6000000448,2024,3,EXPLOIT$U,18/03/2024
6000000449,2024,3,EXPLOIT$U,19/03/2024
6000000450,2024,3,EXPLOIT$U,19/03/2024
6000000451,2024,3,EXPLOIT$U,19/03/2024
6000000452,2024,3,EXPLOIT$U,19/03/2024
6000000453,2024,3,EXPLOIT$U,19/03/2024
6000000454,2024,3,EXPLOIT$U,19/03/2024
6000000455,2024,3,EXPLOIT$U,19/03/2024
6000000456,2024,3,EXPLOIT$U,19/03/2024
6000000457,2024,3,EXPLOIT$U,19/03/2024
6000000458,2024,3,EXPLOIT$U,19/03/2024
6000000459,2024,3,EXPLOIT$U,19/03/2024
6000000460,2024,3,EXPLOIT$U,19/03/2024
6000000461,2024,3,EXPLOIT$U,19/03/2024
6000000462,2024,3,EXPLOIT$U,19/03/2024
6000000463,2024,3,EXPLOIT$U,19/03/2024
6000000464,2024,3,EXPLOIT$U,22/03/2024
6000000465,2024,3,NCC_FF_FIN4,25/03/2024
6000000466,2024,3,NCC_FF_FIN4,25/03/2024
6000000467,2024,3,NCC_FF_FIN4,25/03/2024
6000000468,2024,3,NCC_FF_FIN4,25/03/2024
6000000469,2024,3,EXPLOIT$U,26/03/2024
6000000470,2024,3,EXPLOIT$U,26/03/2024
6000000471,2024,3,EXPLOIT$U,26/03/2024
6000000472,2024,3,EXPLOIT$U,26/03/2024
6000000473,2024,3,EXPLOIT$U,26/03/2024
6000000474,2024,3,EXPLOIT$U,26/03/2024
6000000475,2024,3,EXPLOIT$U,26/03/2024
6000000476,2024,3,EXPLOIT$U,26/03/2024
6000000477,2024,3,EXPLOIT$U,26/03/2024
6000000478,2024,3,EXPLOIT$U,26/03/2024
6000000479,2024,3,EXPLOIT$U,26/03/2024
6000000480,2024,3,EXPLOIT$U,26/03/2024
6000000481,2024,3,EXPLOIT$U,26/03/2024
6000000482,2024,3,EXPLOIT$U,26/03/2024
6000000483,2024,3,EXPLOIT$U,26/03/2024
6000000484,2024,3,EXPLOIT$U,26/03/2024
6000000485,2024,3,EXPLOIT$U,26/03/2024
6000000486,2024,3,EXPLOIT$U,26/03/2024
6000000487,2024,3,EXPLOIT$U,26/03/2024
6000000488,2024,3,EXPLOIT$U,26/03/2024
6000000489,2024,3,EXPLOIT$U,26/03/2024
6000000490,2024,3,EXPLOIT$U,26/03/2024
6000000491,2024,3,EXPLOIT$U,26/03/2024
6000000492,2024,3,EXPLOIT$U,26/03/2024
6000000493,2024,3,W128794,26/03/2024
6000000494,2024,3,EXPLOIT$U,28/03/2024
6000000495,2024,3,EXPLOIT$U,29/03/2024
6000000496,2024,4,EXPLOIT$U,02/04/2024
6000000497,2024,4,EXPLOIT$U,02/04/2024
6000000498,2024,4,EXPLOIT$U,02/04/2024
6000000499,2024,4,EXPLOIT$U,02/04/2024
6000000500,2024,4,EXPLOIT$U,03/04/2024
6000000501,2024,4,EXPLOIT$U,03/04/2024
6000000502,2024,4,EXPLOIT$U,03/04/2024
6000000503,2024,4,EXPLOIT$U,03/04/2024
6000000504,2024,4,W128794,03/04/2024
6000000505,2024,4,EXPLOIT$U,05/04/2024
6000000506,2024,4,EXPLOIT$U,05/04/2024
6000000507,2024,4,EXPLOIT$U,05/04/2024
6000000508,2024,4,EXPLOIT$U,05/04/2024
6000000509,2024,4,EXPLOIT$U,05/04/2024
6000000510,2024,4,EXPLOIT$U,05/04/2024
6000000511,2024,4,EXPLOIT$U,05/04/2024
6000000512,2024,4,EXPLOIT$U,08/04/2024
6000000513,2024,4,EXPLOIT$U,08/04/2024
6000000514,2024,4,EXPLOIT$U,08/04/2024
6000000515,2024,4,EXPLOIT$U,08/04/2024
6000000516,2024,4,EXPLOIT$U,08/04/2024
6000000517,2024,4,EXPLOIT$U,08/04/2024
6000000518,2024,4,EXPLOIT$U,08/04/2024
6000000519,2024,4,EXPLOIT$U,08/04/2024
6000000520,2024,4,EXPLOIT$U,08/04/2024
6000000521,2024,4,EXPLOIT$U,08/04/2024
6000000522,2024,4,EXPLOIT$U,08/04/2024
6000000523,2024,4,EXPLOIT$U,08/04/2024
6000000524,2024,4,EXPLOIT$U,08/04/2024
6000000525,2024,4,EXPLOIT$U,08/04/2024
6000000526,2024,4,EXPLOIT$U,08/04/2024
6000000527,2024,4,EXPLOIT$U,08/04/2024
6000000528,2024,4,EXPLOIT$U,08/04/2024
6000000529,2024,4,EXPLOIT$U,08/04/2024
6000000530,2024,4,EXPLOIT$U,08/04/2024
6000000531,2024,4,EXPLOIT$U,08/04/2024
6000000532,2024,4,EXPLOIT$U,08/04/2024
6000000533,2024,4,EXPLOIT$U,08/04/2024
6000000534,2024,4,EXPLOIT$U,08/04/2024
6000000535,2024,4,EXPLOIT$U,08/04/2024
6000000536,2024,4,EXPLOIT$U,08/04/2024
6000000537,2024,4,EXPLOIT$U,08/04/2024
6000000538,2024,4,EXPLOIT$U,08/04/2024
6000000539,2024,4,EXPLOIT$U,08/04/2024
6000000540,2024,4,EXPLOIT$U,10/04/2024
6000000541,2024,4,W128794,10/04/2024
6000000542,2024,4,EXPLOIT$U,12/04/2024
6000000543,2024,4,EXPLOIT$U,12/04/2024
6000000544,2024,4,EXPLOIT$U,12/04/2024
6000000545,2024,4,EXPLOIT$U,12/04/2024
6000000546,2024,4,EXPLOIT$U,12/04/2024
6000000547,2024,4,EXPLOIT$U,12/04/2024
6000000548,2024,4,EXPLOIT$U,12/04/2024
6000000549,2024,4,EXPLOIT$U,12/04/2024
6000000550,2024,4,EXPLOIT$U,12/04/2024
6000000551,2024,4,EXPLOIT$U,12/04/2024
6000000552,2024,4,EXPLOIT$U,12/04/2024
6000000553,2024,4,EXPLOIT$U,12/04/2024
6000000554,2024,4,EXPLOIT$U,16/04/2024
6000000555,2024,4,EXPLOIT$U,16/04/2024
6000000556,2024,4,EXPLOIT$U,18/04/2024
6000000557,2024,4,EXPLOIT$U,18/04/2024
6000000558,2024,4,EXPLOIT$U,19/04/2024
6000000559,2024,4,EXPLOIT$U,19/04/2024
6000000560,2024,4,EXPLOIT$U,19/04/2024
6000000561,2024,4,EXPLOIT$U,19/04/2024
6000000562,2024,4,EXPLOIT$U,19/04/2024
6000000563,2024,4,EXPLOIT$U,19/04/2024
6000000564,2024,4,EXPLOIT$U,19/04/2024
6000000565,2024,4,EXPLOIT$U,19/04/2024
6000000566,2024,4,EXPLOIT$U,19/04/2024
6000000567,2024,4,EXPLOIT$U,19/04/2024
6000000568,2024,4,EXPLOIT$U,19/04/2024
6000000569,2024,4,EXPLOIT$U,19/04/2024
6000000570,2024,4,EXPLOIT$U,19/04/2024
6000000571,2024,4,EXPLOIT$U,23/04/2024
6000000572,2024,4,EXPLOIT$U,23/04/2024
6000000573,2024,4,EXPLOIT$U,25/04/2024
6000000574,2024,4,W191062,26/04/2024
6000000575,2024,4,EXPLOIT$U,29/04/2024
6000000576,2024,4,EXPLOIT$U,29/04/2024
6000000577,2024,5,EXPLOIT$U,03/05/2024
